title,type-of-cuisine,ingredients,image-url,price_inr,rating,calories,diet_type
High Protein Broccoli & Coriander Loaf,Continental,"baking powder,hung curd (greek yogurt),eggs,nutmeg powder,baking soda,coriander (dhania) leaves,thyme leaves,butter divided,instant oats (oatmeal) ground flour,broccoli florets",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/High_Protein_Broccoli__Coriander_Loaf_Recipe.jpg,380,3.6,685,non-veg
Oats Pesarattu - Oatmeal & Green Gram Crepes,Andhra,"salt,ginger,green moong dal,green chillies,oats flour,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Oats_Pessaratu_oatmeal_and_Green_Gram__Crepes.jpg,90,4.2,465,veg
Maharashtrian Ambat Goda Dal,Maharashtrian Recipes,"arhar dal (split toor dal),green chilli,tamarind water,mustard seeds,asafoetida (hing),jaggery,curry leaves,coriander (dhania) leaves,cumin seeds (jeera),maharashtrian goda masala,methi seeds (fenugreek seeds),turmeric powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Maharashtrian_Ambat_Goda_Dal_Recipe_.jpg,90,3,100,veg
Boodida Gummadikaya Pachi Vadiyalu -Andhra Style Ash Gourd Fritters,Andhra,"salt,white urad dal,vellai poosanikai (ash gourdwhite pumpkin),soda,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/tangytales/Tasty_fritters_with_ash_gourd__Boodida_gummadikaya_pacchi_vadiyalu.jpg,80,4.1,150,veg
Chettinad Chicken Curry - Chettinad Chicken Surri,Chettinad,"tomato,salt,tamarind water,coriander (dhania) leaves,fennel seeds (saunf),red chilli powder,water,ginger garlic paste,curry leaves,fennel powder,dry red chillies,chicken,black pepper powder,coriander powder,turmeric powder,green chillies,sunflower oil",https://www.allrecipes.com/thmb/koFD08H_utDaUsNc578_YZ2peFg=/0x512/filters:no_upscale():max_bytes(150000):strip_icc()/8635-southern-fried-chicken-ddmfs_4x3-90736ab31a7a4bb59eb04e2380ccebe7.jpg,260,3.4,480,non-veg
Karnataka Style Badanekayi Palya - Long Brinjal In Spicy Coconut,Karnataka,"salt,mustard seeds,asafoetida (hing),coconut,sesame (gingelly) oil,curry leaves,byadagi dried chillies,coriander (dhania) seeds,cinnamon stick (dalchini),green brinjal,turmeric powder,chana dal (bengal gram dal)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Karnataka_Style_Badnekayi_Palya_Recipe_Long_Brinjal_with_Spicy_coconut_Recipe_.jpg,240,4.8,215,veg
No Bake Fudge Brownies,Continental,"walnuts choco chips caramel chips,chocolate wafers coffee flavoured wafer biscuits,chocolate chips semi sweet,vanilla,condensed milk",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Sheetal_Bhatt/No_Bake_Fudge__Brownies.jpg,190,4.6,250,veg
Udupi Style Pelakai Teepe Dose (Halasina Hanina Dose ),Udupi,"salt,coconut,instant dosa mix powder,curd,jackfruit (kathal),jaggery can be ed",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Udupi_Style_Pelakai_Teepe_Dose_Recipe_Halasina_Hanina_Dose_Recipe.jpg,100,4.4,75,veg
No Bake White Chocolate Cheesecake,Continental,"cheese,orange,britannia,heavy whipping cream,white chocolate,graham cracker crumbs crush food processor,sugar,vanilla,lemon,agar agar,butter",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Rupal/White_Chocolate_Cheesecake_No_Bake.jpg,410,5,365,veg
Thai Basil Chicken -Pad Krapow Gai,Thai,"salt,green bell peppers,corn flour,red chillies,eggs,basil leaves,cloves garlic,soy sauce,water,tomato ketchup,chicken,pepper,red chilli sauce,sunflower oil",https://www.allrecipes.com/thmb/koFD08H_utDaUsNc578_YZ2peFg=/0x512/filters:no_upscale():max_bytes(150000):strip_icc()/8635-southern-fried-chicken-ddmfs_4x3-90736ab31a7a4bb59eb04e2380ccebe7.jpg,260,3.7,875,non-veg
Snow Drop Cookies,Indian,"baking powder,salt,dates paste filling,vivatta maida,sugar the cookies,sesame seeds (til seeds),butter",https://www.archanaskitchen.com/images/archanaskitchen/0-Affiliate-Articles/snow_drop_cookies_1600.jpg,210,5,420,veg
Roasted Cherry Tomato Soup,Continental,"salt,rosemary,cloves garlic,virgin olive oil,pepper,cherry tomato",https://www.inspiredtaste.net/wp-content/uploads/2018/10/Homemade-Vegetable-Soup-Recipe-2-1200.jpg,260,4.7,155,veg
Kaju Pista Roll - Cashew Nut Pistachio Fudge,North Indian Recipes,"cashew nuts,ghee,pistachios,rose water,sugar,cardamom powder (elaichi),condensed milk sweetened,milk powder",https://lh4.googleusercontent.com/proxy/EG-kWc7b5gqVrXOriIpVK4ao-jNHc5WfpDzv2g0PV_yIhzAl4tAXAy_9q69f00QG-3odYcWYf2jb7keCIUv5DCp2xp16tSMiXnpn,100,4.1,440,veg
Kathiawadi Dhokli Nu Shaak,Gujarati Recipes﻿,"salt,mustard seeds,asafoetida (hing),coriander (dhania) leaves,ajwain (carom seeds),red chilli powder,water,gram flour (besan),curry leaves,cumin seeds (jeera),buttermilk,turmeric powder,garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Smitha-Kalluraya/Kathiawadi_Dhokli_Nu_Shaak.jpg,180,4.8,610,veg
Chocolate Chip Scone,Continental,"baking powder,recipe chocolate ganache,sugar,chocolate chips,badam (almond),vanilla,eggs,cocoa powder,flour (maida),butter",https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Cookies/Chocolate_Chip_Scone_Recipe-1.jpg,250,3.6,620,non-veg
Eggless Date And Cashew Cake,Continental,"cashew nuts,salt,wheat flour,dates,baking soda,caster sugar,flour (maida),sunflower oil",https://nutritionfacts.org/app/uploads/2025/05/69-14-is-one-egg-a-day-too-much-1200x675.jpg,430,3.8,605,veg
Doodhibhoplyacha Bharit - Maharashtrian Style Lauki Bharta,Maharashtrian Recipes,"salt,mustard seeds,asafoetida (hing),curd,sugar,dry red chillies,bottle gourd (lauki),cumin seeds (jeera),coriander (dhania) leaves(or mint leaves),groundnut powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Lauki_bharta_or_Doodhibhoplyacha_bharit__Maharashtrian_side_dish_made_using_mashed_bottlegourd_fresh_curd_and_tempered__spices.jpg,210,3.9,235,veg
Cabbage Carrot Onion Pudina Thepla,Indian,"salt,wheat flour,cumin powder (jeera),water knead,green chilli,sunflower oil knead,carrot,onion,mint leaves (pudina),cabbage (patta gobi muttaikose)",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Cabbage_Carrot_Onion_Pudina_Thepla_Video_Recipe_13_1600.jpg,240,3.9,220,veg
Cabbage Capsicum Sabzi - Simla Mirch Patta Gobi Sabzi,North Indian Recipes,"salt,mustard seeds,asafoetida (hing),red chilli powder,dry red chillies,cumin seeds (jeera),lemon,green bell pepper (capsicum),coriander powder,turmeric powder,cabbage (patta gobi muttaikose),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/CABBAGE_CAPSICUM_SABZI__NO_ONION_NO_GARLIC_SABZI_1600.jpg,250,3.7,205,veg
Spinach Ricotta Stuffed Ravioli Tossed In Cheesy Pumpkin Sauce,Italian Recipes,"baking powder,salt,parangikai pumpkin,eggs,spinach bunch,mozzarella cheese,virgin olive oil,water,ginger garlic paste,ricotta cheese,sugar,mixed vegetables (pepper,garlic,black olives,black pepper powder,pepper,flour (maida),butter,cinnamon powder (dalchini)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/KrispyKadhai/kriti_panner_stuffed_ravioli_recipe.JPG,420,4.8,900,non-veg
Doodh Dudhi - Bottle Gourd In Milk Curry,Indian,"salt,milk,red chilli powder,sugar,coriander (dhania) leaves,bottle gourd (lauki),cumin seeds (jeera),turmeric powder,garam masala powder,sunflower oil",https://cdn.apartmenttherapy.info/image/upload/v1631883973/k/Photo/Recipes/2021-09-sonoko-sakai-curry-with-rice/2021-09-09_ATK10551.jpg,100,4.1,255,veg
Beetroot & Sesame Thepla,North Indian Recipes,"salt,cumin powder (jeera),wheat flour,amchur (dry mango powder),ghee,red chilli powder,water,sesame seeds (til seeds),beetroot,green chillies,garam masala powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Beetroot__Sesame_Thepla_Recipe_.jpg,260,4.4,205,veg
Capsicum Usili (Tamil Nadu Style Capsicum cooked with lentils spice mix),Tamil Nadu,"salt,yellow moong dal (split),mustard seeds,fennel seeds (saunf),asafoetida (hing),curry leaves,white urad dal (split),dry red chillies,green bell pepper (capsicum)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Capsicum_Usili_Recipe_South_Indian_Style_Capsicum_cooked_with_lentils_spice_mix.jpg,120,3.9,85,veg
Kathirikai Sundakkai Vathal Kuzhambu,Chettinad,"salt,mustard seeds,sundakkai (turkey berries),asafoetida (hing),jaggery,sesame (gingelly) oil,water,curry leaves,pearl onion (sambar onion),methi seeds (fenugreek seeds),tamarind,sambar powder,brinjal (baingan eggsplant) salt water",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Sundakkai_Kathirikai_Vathal_Kuzhambu_Recipe_2_1600.jpg,170,3.3,230,non-veg
Mutton Keema,North Indian Recipes,"tomato,salt,cumin powder (jeera),kashmiri red chilli powder,bay leaves (tej patta),cardamom (elaichi) podsseeds,mint leaves (pudina),black peppercorns,ginger garlic paste,onion,mutton,cumin seeds (jeera),coriander powder,green chillies,garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Mutton_Keema_paav_1600.jpg,140,4.3,300,non-veg
Kesar Elaichi Shrikand,Indian,"pistachios,saffron strands,milk,sugar,curd full fat,cardamom powder (elaichi)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Deboshruti/Kesar_elaichi_shrikand.jpg,80,3.2,135,veg
Dappalam - Andhra Vegetable Stew,Andhra,"carrot dices,green chilli,tamarind water,sweet potato dices,bottle gourd (lauki) cubes,mustard seeds,asafoetida (hing),jaggery,red chilli powder,drumstick,curry leaves,yellow fenugreek seeds,rice flour,turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/0-Affiliate-Articles/Dappalam_Recipe-_Andhra_Style_Vegetable_Stew_Recipe-8_1600.jpg,200,4.2,535,veg
Spinach Corn Pasta In Creamy White Sauce,Italian Recipes,"salt,wheat flour,spinach,penne pasta,milk,sweet corn kernels,red chilli flakes,virgin olive oil,cloves garlic,onion,black pepper powder,dried oregano",https://i.pinimg.com/736x/3d/4e/08/3d4e08cb955464f90611608ed58c84ed.jpg,240,3.5,360,veg
Coriander Mint Chicken Tikka - Dhaniya Pudina Chicken Tikka,North Indian Recipes,"salt,ginger,chaat masala powder,mint,cloves garlic,oil,chicken,lemon,coriander (dhania) leaves,hung curd,green chillies",https://www.allrecipes.com/thmb/koFD08H_utDaUsNc578_YZ2peFg=/0x512/filters:no_upscale():max_bytes(150000):strip_icc()/8635-southern-fried-chicken-ddmfs_4x3-90736ab31a7a4bb59eb04e2380ccebe7.jpg,110,5,515,non-veg
Palak Tovve - Palak Tovve,South Indian Recipes,"spinach,coconut,tur dal,ghee,asafoetida,mustard,curry leaves,coriander leaves salt,green chillies,cumin seeds",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Dal_Khadi_Curry/Dal_Palak_Recipe_Healthy_Spinach_Lentil_Curry-2.jpg,100,4.7,240,veg
Udupi Style Huli Podi (Sambar Powder),Udupi,"asafoetida (hing),curry leaves,white urad dal (split),coriander (dhania) seeds,dry red chillies,methi seeds (fenugreek seeds),cumin seeds (jeera),chana dal (bengal gram dal),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Udupi_Style_Huli_Pudi_Recipe_Sambar_mix_Recipe.jpg,90,4.3,205,veg
Cheesy Sweet Corn Grilled Sandwich,Continental,"tomato,salt,sweet corn kernels,black peppercorns,mozzarella cheese,green bell pepper (capsicum),butter,wheat brown bread wheat,dried oregano",https://www.southernliving.com/thmb/UW4kKKL-_M3WgP7pkL6Pb6lwcgM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Ham_Sandwich_011-1-49227336bc074513aaf8fdbde440eafe.jpg,380,4.8,670,veg
Yellow Pumpkin Pulao,Indian,"basmati rice,salt,parangikai pumpkin,bay leaves (tej patta),coconut,water,sugar,cinnamon stick (dalchini),cumin seeds (jeera),cloves (laung),turmeric powder,green chillies,star anise,sunflower oil",https://www.allrecipes.com/thmb/eKu_vXTbZJMdFsd5JdbY7kvDy80=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/79543-fried-rice-restaurant-style-DDMFS-4x3-b79a6ea27e0344399257ca1df67ca1cd.jpg,100,3.8,385,veg
Eggless Coffee Souffle With Chocolate Sauce,French,"chocolate sauce,heavy whipping cream,instant coffee powder,milk,dark chocolate,caster sugar,condensed milk,flour (maida),icing sugar,butter",https://nutritionfacts.org/app/uploads/2025/05/69-14-is-one-egg-a-day-too-much-1200x675.jpg,110,4.5,545,veg
Oats and Green Moong Dal Dahi Vada,North Indian Recipes,"salt,green moong sprouts,red chilli powder,water,baking soda,curd,sugar,coriander powder,green moong dal,instant oats (oatmeal),white urad dal",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Street_Food/Dahi_Vada_Recipe-1.jpg,120,4.3,140,veg
Rajasthani Hare Chana Halwa (Cholia Halwa),Rajasthani,"pistachios,cardamom (elaichi) podsseeds,ghee,raisins,sugar,green chickpeas",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/umar/Rajasthani_Hare_Chane_Ka_Halwa__Choliya_Halwa_Recipe_.jpg,150,4.3,200,veg
Hyderabadi Marag,Hyderabadi,"coriander (dhania) leaves,ajwain (carom seeds),black peppercorns,onion,turmeric powder,green chillies,sunflower oil,salt,cardamom (elaichi) podsseeds,dry coconut (kopra),mint leaves (pudina),garam masala powder,water,curd,cashew nuts,bay leaf (tej patta),ghee,ginger garlic paste,cinnamon stick (dalchini),mutton,coriander powder,cloves (laung)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nusrath_Jahan/Hyderabadi_marag.jpg,300,4.8,605,non-veg
Pan Fried Corn & Cheese Bites -Corn & Paneer Balls,Continental,"cumin powder (jeera),paneer,fennel seeds (saunf),chaat masala powder,coriander (dhania) leaves,sweet corn,potato (aloo),green chillies,sesame seeds (til seeds) the bssalt",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Tea_Time_Snacks/Non_Fried_Corn_and_Cheese_Bites_Recipe_Corn_and_Panner_Balls-1.jpg,420,4.6,600,veg
Potato & Basil Frittata,Italian Recipes,"salt,baby potatoes potato,basil leaves,pepper,eggs,coconut oil,butter",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nupur_Mehra/Potato__basil_frittata.jpg,480,4.3,495,non-veg
Churma Ladoo With Badam & Flaxseed - High Protein Snack,Rajasthani,"wheat flour,ghee,dry coconut (kopra) roast,jaggery,milk,badam (almond),flax seeds,sooji (semolina rava)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Aarti_Sharma/Churma_Laddu.jpg,140,3.4,225,veg
Suran Jo Kheemo -Sindhi Style Grated Yam Sabzi,Sindhi,"tomato,elephant yam (suransenairatalu),cumin powder (jeera),red chilli powder,ginger piece,onion,cumin seeds (jeera),turmeric powder,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Smitha-Kalluraya/_Suran_Jo_Kheemo_Sindhi_Style_Grated_Yam_Sabzi.jpg,160,3.7,225,veg
Lentil Tabbouleh (Middle Eastern Vegetarian Salad With Lentils),Middle Eastern,"salt,english cucumber,mint leaves (pudina),virgin olive oil,black peppercorns,lemon,coriander (dhania) leaves parsley leaves,cherry tomato,masoor dal",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Lentil_Tabbouleh.jpg,100,4.1,230,veg
Double Chocolate Coconut Fudge,Continental,"double,salt,coconut,white chocolate,gram dark chocolate,butter,walnuts",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Subhasmita_Panigrahi/Coconut__White_Chocolate_Fudge.jpg,500,4.2,125,veg
Pepe Chingri - Green Papaya Prawn Curry,Bengali Recipes,"salt,cumin powder (jeera),mustard oil,bay leaf (tej patta),coriander (dhania) leaves,red chilli powder,onion,papaya dices,turmeric powder,prawns",https://cdn.apartmenttherapy.info/image/upload/v1631883973/k/Photo/Recipes/2021-09-sonoko-sakai-curry-with-rice/2021-09-09_ATK10551.jpg,130,3.6,195,non-veg
Makai Dhokla - Savoury Steamed Corn Cake,Gujarati Recipes﻿,"salt,enos fruit salt,ginger,sunflower oil greasing the platesmoulds,asafoetida (hing),coriander (dhania) leaves,mustard seeds,red chilli powder,curd,sugar,curry leaves,lemon,cumin seeds (jeera),corn meal,sweet corn,turmeric powder,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Makai_Dhokla_Savoury_steamed_Corn_cakes.jpg,110,5,500,veg
Maharashtrian Dinkache Ladoo (Whole Wheat Flour Truffles With Edible Gum & Dry Fruits),Maharashtrian Recipes,"wheat flour,dry dates powder (kharik pud),coconut,ghee,mixed nuts (almonds,nutmeg powder,white urad dal (split),dry ginger powder,cardamom powder (elaichi),sugar jaggery,gond (natural gum)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/poonampagar-gmail.com/Whole_Wheat_Flour_Truffles_with_Edible_gum_and_Dry_Fruits__Dinkache_Ladu.jpg,190,5,310,veg
